A-nummer,Bsn Nummer,Voornamen,VoornaamZonderDiak,AdellijkeTitelPredikaat,VoorvoegselGeslachtsnaam,Geslachtsnaam,GeslachtsnaamZonderDiak,GeslachtsnaamSoundex,GeslachtsnaamTransliteratie,Geboortedatum,Geboorteplaats,Geboorteland,Geslachtsaanduiding,AanduidingGegevensInOnderzoekPersoon,DatumIngangOnderzoekPersoon,DatumEindeOnderzoekPersoon,Nationaliteit,AanduidingGegevensInOnderzoekNationaliteit,DatumIngangOnderzoekNationaliteit,DatumEindeOnderzoekNationaliteit,DatumOverlijden,AanduidingGegevensInOnderzoekOverlijden,DatumIngangOnderzoekOverlijden,DatumEindeOnderzoekOverlijden,OmschrijvingRedenOpschorting,IndicatieGeheim,GemeenteVanInschrijving,FunctieAdres,Gemeentedeel,Straatnaam,Huisnummer,Huisletter,HuisnummerToevoeging,AanduidingBijHuisnummer,Postcode,Woonplaatsnaam,Locatiebeschrijving,LandAdresBuitenland,DatumAanvangAdresBuitenland,Regel1AdresBuitenland,Regel2AdresBuitenland,Regel3AdresBuitenland,LandVanwaarIngeschreven,AanduidingGegevensInOnderzoekAdres,DatumIngangOnderzoekAdres,DatumEindeOnderzoekAdres,VoorvoegselEnGeslachtsnaam,HuisnummerCijfers
NULL,698309029,Ben,ben,NULL,NULL,Samuel,samuel,S540,32m6l,19811108,Katwijk,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Katwijk,W,NULL,Laantje,340,NULL,NULL,NULL,4545HJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,samuel,340
NULL,698587741,Rick,rick,NULL,NULL,Spijkers,spijkers,NULL,NULL,19730915,Hengelo (O),Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Dinkelland,W,Deurningen,Achterweg,4,NULL,NULL,NULL,7524JH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,698711828,Bernhard Samuel,bernhardsamuel,NULL,NULL,Grotenhoek,grotenhoek,G635,gr6ten6k,19700623,Sneek,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hellevoetsluis,W,NULL,Weg,17,a,NULL,NULL,3314BG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,grotenhoek,17
NULL,698764006,Ben ,ben,NULL,NULL,Grotenhoek,grotenhoek,G635,gr6ten6k,19601112,Delft,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hellevoetsluis,W,NULL,Sluisweg,12,NULL,NULL,NULL,3314RG,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,grotenhoek,12
NULL,698917236,Anneke,anneke,NULL,NULL,Heuvelbos,heuvelbos,H141,e61elb63,19630326,Alkmaar,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Zwolle,B,NULL,Boulevardweg,345,NULL,NULL,NULL,1234AB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,heuvelbos,345
NULL,699489672,Bernhard,bernhard,NULL,van der,Grotenhoek,grotenhoek,G635,gr6ten6k,19601112,Sneek,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hellevoetsluis,W,NULL,Weg,11,NULL,NULL,NULL,3315AB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,vandergrotenhoek,11
NULL,699549188,Anneke,anneke,NULL,NULL,Heuvel,heuvel,H140,6lcke,19800809,Alkmaar,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Alkmaar,W,NULL,Laan,1,A,NULL,NULL,1133NN,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,heuvel,1
NULL,699643144,Ellen,ellen,NULL,NULL,Spoor,spoor,NULL,NULL,19550101,Bergen (L),Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Oldenzaal,W,Deurningen,Burgwal,18,NULL,NULL,NULL,7545RT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,999991103,NULL,NULL,NULL,NULL,Zomer,zomer,NULL,NULL,20110611,Eindhoven,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Eindhoven,NULL,NULL,Zandstrand,20,NULL,NULL,NULL,5658BJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,20
NULL,999991115,NULL,NULL,NULL,de,Winter,winter,NULL,NULL,20100430,Breda,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Breda,NULL,NULL,Wilgenbroek,115,NULL,NULL,NULL,4822XV,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,115
NULL,999998523,Kees,kees,NULL,NULL,Eikenboom,eikenboom,NULL,NULL,18980101,Arnhem,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,'s-Gravenhage,NULL,NULL,Spui,70,NULL,NULL,NULL,2511BT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999998535,Peter,peter,NULL,NULL,Denneboom,denneboom,NULL,NULL,19980101,Elst (GL),Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hengelo (O),NULL,NULL,Kapstraat,169,NULL,196,NULL,3572AB,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999998547,Jort,jort,NULL,NULL,Beukenoot,beukenoot,NULL,NULL,19800000,Arnhem,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Overbetuwe,NULL,Elst (GL),Dorpsstraat,67,3,NULL,NULL,6661EH,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999998572,Maureen,maureen,NULL,NULL,Aalderts,aalderts,NULL,NULL,20110128,Amsterdam,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,NULL,NULL,Lomondlaan,21,NULL,NULL,NULL,1060PX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,999998596,Gerrit,gerrit,NULL,NULL,Beukenoot,beukenoot,NULL,NULL,19910501,Arnhem,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Rotterdam,NULL,Rozenburg,Meeuwensingel,43,NULL,NULL,NULL,3181SK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999998620,Ilco,ilco,NULL,van der,Baauw,baauw,NULL,NULL,20090531,Amsterdam,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,NULL,NULL,Ortler ,107,NULL,NULL,NULL,1060NL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,999998626,Arjan,arjan,NULL,NULL,Eikenboom,eikenboom,NULL,NULL,18980101,Arnhem,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,'s-Gravenhage,NULL,'s-Gravenhage,Spui,70,NULL,NULL,NULL,2511BT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999999011,Aaltje,aaltje,NULL,NULL,Adelaar,adelaar,NULL,NULL,19950101,Aalst,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Jipsinghuizen,B,Test_Gemeentedeel,Alderstaat,1,A,I,to,1234AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19980904,NULL,NULL,1
NULL,999999023,Alfred,alfred,NULL,van,Ankeren,ankeren,NULL,NULL,19500201,Amsterdam,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,IJsselstein,W,Test_Gemeentedeel,Alderstraat,2,B,II,by,1235AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800905,NULL,vanankeren,2
NULL,999999035,Anna,anna,NULL,van de,Appelboom,appelboom,NULL,NULL,19500301,Appingedam,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hoogezand,B,Test_Gemeentedeel,Alderstraat,3,C,NULL,NULL,1236AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800906,NULL,vandeappelboom,3
NULL,999999047,Berend,berend,NULL,van den ,Bals,bals,NULL,NULL,19500401,Bergen,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Haarlem,W,Test_Gemeentedeel,Balkstraat,4,D,I,NULL,1237AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800907,NULL,vandenbals,4
NULL,999999059,Brooke,brooke,NULL,van der,Berken,berken,NULL,NULL,19500501,Bosch en Duin,Verenigde Staten,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Groningen,B,Test_Gemeentedeel,Balkstraat,5,E,II,NULL,1238AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800908,NULL,vanderberken,5
NULL,999999060,Carel,carel,NULL,NULL,Creiens,creiens,NULL,NULL,19500601,Cattenbroek,Noorwegen,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Grijpskerk,W,Test_Gemeentedeel,Cremstraat,6,F,III,to,1239AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800909,NULL,NULL,6
NULL,999999072,Claire,claire,NULL,van,Clinteren,clinteren,NULL,NULL,19500701,Corthen,Canada,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Finsterwolderhamrik,B,Test_Gemeentedeel,Cremstraat,7,G,I,by,1240AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800910,NULL,vanclinteren,7
NULL,999999084,Dirk,dirk,NULL,van de,Daal,daal,NULL,NULL,19500801,Den Dolder,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Feerwerd,W,Test_Gemeentedeel,Damstraat,8,H,II,NULL,1241AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800911,NULL,vandedaal,8
NULL,999999096,Donna,donna,NULL,van den ,Donderen,donderen,NULL,NULL,19500901,Driebergen-Rijsenburg,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Everdingen,B,Test_Gemeentedeel,Damstraat,9,A,III,NULL,1242AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800912,NULL,vandendonneren,9
NULL,999999102,Edward,edward,NULL,van der,Echters,echters,NULL,NULL,19501001,Eemnes,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Elst,W,Test_Gemeentedeel,Elsstraat,10,B,I,NULL,1243AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800913,NULL,vanderechters,10
NULL,999999114,Elise,elise,NULL,NULL,Erelies,erelies,NULL,NULL,19501101,Elst,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Eemnes,B,Test_Gemeentedeel,Elsstraat,11,C,II,to,1244AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800914,NULL,NULL,11
NULL,999999126,Elske,elske,NULL,van,Eyzinga,eyzinga,NULL,NULL,19501201,Everdingen,Nederland,M,81120,20060101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Driebergen-Rijsenburg,W,Test_Gemeentedeel,Elsstraat,12,D,NULL,by,1245AB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800915,NULL,vaneyzinga,12
NULL,999999138,Dirk,dirk,NULL,NULL,Janse,janse,NULL,NULL,19500102,Rotterdam,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Hellevoetsluis,W,Test_Gemeentedeel,Gaaspelwede,14,NULL,NULL,NULL,1247BB,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800917,NULL,NULL,14
NULL,999999151,Dennis,dennis,NULL,NULL,Janse,janse,NULL,NULL,19500202,Rotterdam,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Barendrecht,W,Test_Gemeentedeel,Huweelstraat,15,NULL,NULL,NULL,1248CC,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800918,NULL,NULL,15
NULL,999999163,Danielle,danielle,NULL,NULL,Janse,janse,NULL,NULL,19500302,Rotterdam,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Barendrecht,W,Test_Gemeentedeel,Fuit,13,NULL,NULL,NULL,1246AA,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800916,NULL,NULL,13
NULL,999999175,Rogér,roger,NULL,NULL,Sabanoðlu,sabanoolu,NULL,NULL,19500402,Egmond,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Goes,W,Test_Gemeentedeel,Grisbeek,20,NULL,NULL,NULL,1249ZZ,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800916,NULL,NULL,20
NULL,999999187,Tulay,tulay,NULL,NULL,Þahinbaþ,bahinbab,NULL,NULL,19500502,Terneuzen,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Rotterdam,W,Test_Gemeentedeel,Krombeek,21,NULL,NULL,NULL,1233AL,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800917,NULL,NULL,17
NULL,999999199,Tunç,tunc,NULL,NULL,Örücü,orucu,NULL,NULL,19500602,Opdam,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Schiedam,W,Test_Gemeentedeel,Hoeksteen,22,NULL,NULL,NULL,1256ZG,NULL,Test_Locatiebeschrijving,NULL,NULL,NULL,NULL,NULL,Nederland,88310,19800918,NULL,NULL,22
NULL,999999205,Thomas,thomas,NULL,NULL,Hakken,hakken,Z255,b,19530300,Amsterdam,Nederland,M,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Alkmaar,W,NULL,Wilhelminalaan,12,NULL,NULL,NULL,1815JD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,Hakken,12
NULL,999999217,Annabel,annabel,NULL,NULL,Claassens,claassens,Z255,b,19530000,Tilburg,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Zoetermeer,W,NULL,Scheglaan,11,NULL,NULL,NULL,2718KZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,Claassens,11
NULL,999999229,Gustaaf,gustaaf,NULL,van der,Tocht,tocht,Z255,b,0,Vught,Nederland,V,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Sneek,W,NULL,Tred,59,NULL,NULL,NULL,8603DZ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,vanderTocht,59
NULL,999999242,Bert,bert,NULL,NULL,Beukenoot,beukenoot,NULL,NULL,19910501,Arnhem,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Haarlemmermeer,NULL,Rozenburg,Aalsmeerderweg,601,NULL,NULL,NULL,1437EJ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999999266,Johannes de las Mercedes Rosall¡a,johannesdelasmercedesrosallia,NULL,Van,H'vell tot Westerflier en Wezelveld-Oetgens van Waveren Pancras Clifford Groothuesheidkamp Maarschalkerwaart Papageorgeopoulos Camminga Van Burmania Thoe Schwartzenberg en Von Hohenlohe-Langenburg ,hvelltotwesterflierewezelveldoetgensvanwaverenpancrascliffordgroothuesheidkampmaarschalkerwaartpapageorgeopouloscammingavanburmaniathoeschwartzenbergenvonhohenlohelangenburg ,NULL,NULL,19750707,'s-Gravenzande,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Westland,NULL,'s-Gravenzande,H. Roland Holstweg,43,NULL,NULL,NULL,2692CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999999291,Daisy,daisy,NULL,NULL,Beukenoot,beukenoot,NULL,NULL,19910501,Deurningen,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,'s-Hertogenbosch,NULL,Rosmalen,Hoff van Hollantlaan,1,NULL,NULL,NULL,5243SR,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999999321,Vikas,vikas,NULL,de,Canselaar,canselaar,NULL,NULL,20100430,Amsterdam,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,NULL,NULL,Raamstraat,16,NULL,NULL,NULL,1016XX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,999999333,Daisy,daisy,NULL,NULL,Beukenoot,beukenoot,NULL,NULL,19910500,Deurningen,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,'s-Hertogenbosch,NULL,NULL,Achter het Stadhuis,5,-,jul,NULL,5211HM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,999999369,Marionda,marionda,NULL,NULL,Barinks,barinks,NULL,NULL,20100606,Amsterdam,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,NULL,NULL,Balatonmeerlaan,117,NULL,NULL,NULL,1060PX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
NULL,999999394,Jason,jason,NULL,NULL,Akkermans,akkermans,NULL,NULL,20110611,Amsterdam,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,NULL,NULL,Winterstraat,1,NULL,NULL,NULL,1108BE,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Nederland,NULL,NULL,NULL,NULL,NULL
9832575808,983257589,Hendrik,hendrik,NULL,NULL,Janse,janse,J520,52n3e,19200510,Reeuwijk,Nederland,M,Persoonsgegevens zijn in onderzoek,20120701,20120716,Nederlandse,NULL,NULL,NULL,19950504,Datum overlijden is in onderzoek,19950512,19950630,O,0,Reeuwijk,W,NULL,Rozetuin,14,NULL,NULL,NULL,2811AA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Verblijfplaatsgegevens zijn in onderzoek,20000101,20000108,janse,14
9628417610,698586700,NULL,NULL,NULL,NULL,Chailai Chimlin Ngam-Chit Phailin,325l2535ml5ng2m35tph25l5n,NULL,NULL,19780707,Bangkok,Thailand,O,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M,0,'s-Gravenhage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,chailaichimlinngamchitphailin,NULL
9291424879,693003789,Lisanty Teresita del niño Jesús Virgen,lisantyteresitadelninojesusvirgen,NULL,De las,do Livramento de La Salete Jansz.,d6l51r2ment6del232lete52n3z,NULL,NULL,0,Odoorn,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Borger-Odoorn,NULL,NULL,1e Exloermond,1,NULL,NULL,NULL,9573PA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,delasdolivramentodelasaletejansz.,1
8946416359,948778830,Antoinette Geertruida Maria,Antoinette Geertruida Maria,NULL,NULL,Cock,Cock,NULL,NULL,19650810,Bergh,Nederland,V,NULL,NULL,NULL,Nederlandse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,E,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Montenegro,20120501,81000 Svetoq Petra Cetinjskoq 145,Podgorica,NULL,NULL,NULL,NULL,NULL,Cock,NULL
8919258058,912345640,Pjotter,pjotter,NULL,NULL,Parsjenko,parsjenko,P625,P2r35enk6,19600301,Baranovichi,Sovjetunie,M,Geboorteplaats is in onderzoek,20120711,NULL,Burger Sovjetunie,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Amsterdam,W,NULL,Marga Klompélaan,88,NULL,2,NULL,1067VA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Sovjetunie,Huisnummertoevoeging is in onderzoek,20120720,NULL,parsjenko,88
8794024759,698051087,Thomas Christoffel Nicolaas Maria,thomaschristoffelnicolaasmaria,NULL,NULL,Thuisloos,thu53l63,NULL,NULL,19740707,Rotterdam,Nederland,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Rotterdam,NULL,NULL,.,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,thuisloos,NULL
8314795792,693013278,Maria de las Mercedes Rosalía,mariadelasmercedesrosalía,NULL,Van,Hövell tot Westerflier en Wezelveld-Oetgens van Waveren Pancras Clifford Groothuesheidkamp Maarschalkerwaart Papageorgeopoulos Camminga Van Burmania Thoe Schwartzenberg en Von Hohenlohe-Langenburg ,h61ellt6t1e3terfl5eren1ezel1eld6tgen312n121erenp2ncr23cl5f6rdgr6th63e5dk2mpm22r32lker122rtp2p2ge6rge6p6l63c2m5ng212nburm2n52th6312rtzenbergen16nh6henl6hel2ngenburg,NULL,NULL,19750707,'s-Gravenzande,Nederland,V,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Westland,NULL,NULL,H. Roland Holstweg,43,NULL,NULL,NULL,2692CA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vanhovelltotwesterflierenwezelveldoetgensvanwaverenpancrascliffordgroothuesheidkampmaarschalkerwaartpapageorgeopouloscammingavanburmaniathoeschwartzenbergenvonhohenlohelangenburg,43
7823080457,914604727,Manuel,Manuel,NULL,NULL,Jerez de Hijo,Jerez de Hijo,NULL,NULL,19580706,Havana,Cuba,M,NULL,NULL,NULL,Cubaanse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,O,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cuba,20120512,NULL,Havana,NULL,NULL,NULL,NULL,NULL,Jerez de Hijo,NULL
7686839350,934682707,Johannes Hendrikus Jacobus,Johannes Hendrikus Jacobus,NULL,NULL,KÈaster,KEaster,NULL,NULL,19581009,Berlijn,Bondsrepubliek Duitsland,M,NULL,NULL,NULL,Burger van de Bondsrepubliek Duitsland;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bondsrepubliek Duitsland,20120501,Schmalkuhlerplatz 108,47608 Geldern-Walbeck,NULL,NULL,NULL,NULL,NULL,KEaster,NULL
7501701818,913486176,Frank N J M,Frank N J M,NULL,van,Zon,Zon,NULL,NULL,19510729,Johannesburg,Zuidafrika,M,NULL,NULL,NULL,Nederlandse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zuidafrika,20120601,Johannesburg,Hollandwijk,Beatrixstraat 12 A,NULL,NULL,NULL,NULL,vanZon,NULL
7124010421,699351649,N,n,NULL,NULL,Tuamotu Makatea Rangiroa,tu2m6tum2k2te2r2ng5r62,NULL,NULL,19770707,Londen,Grootbrittannië,M,NULL,NULL,NULL,Nederlandse,NULL,NULL,NULL,NULL,NULL,NULL,NULL,M,0,'s-Gravenhage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,tuamotumakatearangiroa,NULL
6929678748,943073716,Zahra,Zahra,NULL,NULL,Sohrabi,Sohrabi,NULL,NULL,19611014,Teheran,Iran,V,NULL,NULL,NULL,Iraanse;;;;;,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R,0,Registratie Niet Ingezetenen (RNI),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Iran,20120804,Sonbol street #7,Farmanieh,Tehran,NULL,NULL,NULL,NULL,Sohrabi,NULL
