NR.,01.01.10,01.01.20,01.02.10,01.02.20,01.02.30,01.02.40,01.03.10,01.03.20,01.03.30,01.04.10,01.20.10,01.20.20,01.61.10,01.81.10,01.81.20,01.82.10,01.82.20,01.82.30,01.83.10,01.83.20,01.83.30,01.84.10,01.85.10,01.86.10,01.H,02.01.10,02.01.20,02.02.10,02.02.20,02.02.30,02.02.40,02.03.10,02.03.20,02.03.30,02.04.10,02.62.10,02.81.10,02.81.20,02.82.10,02.82.20,02.82.30,02.83.10,02.83.20,02.83.30,02.84.10,02.85.10,02.86.10,02.H,03.01.10,03.01.20,03.02.10,03.02.20,03.02.30,03.02.40,03.03.10,03.03.20,03.03.30,03.04.10,03.62.10,03.81.10,03.81.20,03.82.10,03.82.20,03.82.30,03.83.10,03.83.20,03.83.30,03.84.10,03.85.10,03.86.10,03.H,04.05.10,04.63.10,04.64.10,04.65.10,04.82.10,04.82.20,04.82.30,04.83.10,04.83.20,04.83.30,04.84.10,04.85.10,04.86.10,04.H,05.01.10,05.01.20,05.02.10,05.02.20,05.02.30,05.02.40,05.03.10,05.03.20,05.03.30,05.04.10,05.06.10,05.06.20,05.06.30,05.07.10,05.07.20,05.07.30,05.07.40,05.15.10,05.81.10,05.81.20,05.82.10,05.82.20,05.82.30,05.83.10,05.83.20,05.83.30,05.84.10,05.85.10,05.86.10,05.H,06.08.10,06.08.20,06.08.30,06.81.10,06.81.20,06.82.10,06.82.20,06.82.30,06.83.10,06.83.20,06.83.30,06.84.10,06.85.10,06.86.10,06.H,07.66.20,07.67.10,07.67.20,07.68.10,07.69.10,07.70.10,07.80.10,07.80.20,07.87.10,07.H,08.09.10,08.09.20,08.10.10,08.10.20,08.10.30,08.11.10,08.11.15,08.11.20,08.11.30,08.11.40,08.11.50,08.11.60,08.11.70,08.11.80,08.11.90,08.12.10,08.13.10,08.13.20,08.13.30,08.13.40,08.13.50,08.14.10,08.14.20,08.72.10,08.75.10,08.83.10,08.83.20,08.83.30,08.84.10,08.85.10,08.86.10,08.H,09.01.10,09.01.20,09.02.10,09.02.20,09.02.30,09.02.40,09.03.10,09.03.20,09.03.30,09.81.10,09.81.20,09.82.10,09.82.20,09.82.30,09.83.10,09.83.20,09.83.30,09.84.10,09.85.10,09.86.10,09.H,10.39.10,10.39.20,10.39.30,10.83.10,10.83.20,10.83.30,10.84.10,10.85.10,10.86.10,10.H,11.32.10,11.33.10,11.82.10,11.82.20,11.82.30,11.83.10,11.83.20,11.83.30,11.84.10,11.85.10,11.86.10,11.H,12.35.10,12.35.20,12.35.30,12.35.40,12.35.50,12.35.60,12.35.70,12.35.80,12.36.10,12.37.10,12.82.10,12.82.20,12.82.30,12.83.10,12.83.20,12.83.30,12.85.10,12.86.10,12.H,13.31.10,13.31.20,13.31.30,13.38.10,13.38.20,13.82.10,13.82.20,13.82.30,13.H,14.40.10,14.85.10,14.H
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19710712,W,,19710712,Okkernootstraat,,1,,,,2710YK,,,,,,,,,,,,A,,,,,,19710712,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19551212,W,,19551212,Mariottestraat,,129,,,,2311XX,,,,,,,,,,,,A,,,,,,19551212,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2398528016,299999865,Petronella,BS,van,Brest naar Kempen,19880425,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19880425,19951001,,8237302062,303777928,Carolina,BS,van der,Hom,19551212,0344,6030,V,19880425,,,1804,19940310,PL gerelateerde,,,,,19940310,19951001,52,7408486765,303777837,Marcelius Gerardus Franciscus Michaelis Vincentius,B,van,Brest naar Kempen,19540421,0947,6030,M,19880425,,,1804,19940310,PL gerelateerde,,,,,19940310,19951001,53,0001,017,,,,,,,,,,19880425,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0002,20100423143504000,P,,1804,19880425,,,,,,,,,,,,,,,6016,#ADDIN?,1 Nelly Bay Road,Magnetic Island Queensland 4819,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900303,20100423,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carolina,BS,van der,Hom,19551212,0344,6030,V,19880425,,,1804,19940310,PK,,,,,19880425,19940310,,,,Marcelius Gerardus Franciscus Michaelis Vincentius,B,van,Brest naar Kempen,19540421,0947,6030,M,19880425,,,1804,19940310,PK,,,,,19880425,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19880425,W,,19920401,Laurierstraat,Laurierstraat,21,,,,2563SB,Toetsoog,1804100000000016,1804200000000016,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19880425,W,,19920401,Laurierstraat,,21,,,,2563SB,,,,,,,,,,,,A,,,,,,19920401,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19880425,W,,19880425,Egelantierstraat,,26,,,,2565XK,,,,,,,,,,,,A,,,,,,19880425,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4792964653,299999853,Rozen,,,Groeman,19470909,1804,6030,M,,,E,,,1804,19940310,PKA,,,,,19470909,19951001,,,,Maria,,,Zuiderloo,19261124,0947,6030,V,19470909,,,1804,19940310,PK,,,,,19470909,19940310,,,,Piedro,,,Groeman,19240809,Teruel,6037,M,19470909,,,1804,19940310,PK,,,,,19470909,19940310,,0001,001,,,,,,,,,,19470909,19940310,,2481379523,304535837,Thea,,,Kouwenhoven,19511117,0947,6030,V,19790411,0947,6030,,,,,H,,,1804,19940310,PL gerelateerde,,,,,19940310,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110124153005000,P,,1804,19760903,,,,,,,,,,,,,,,6017,#ADDIN?,81 Knutsford Boulevard,Kingston 5,,,,I,,,,,,#ADDIN?,20140410,58,6101373903,304539818,Vanessa,,,Groeman,19931008,1804,6030,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,59,,,,,,,,,,,,,,,,,,,,,,,PN,IV8747432,20110117,B1810,20160117,,,182,,,1804,20110124,Aanvraagformulier,,,,20110117,20110124,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thea,,,Kouwenhoven,19511117,0947,6030,V,19790411,0947,6030,,,,,H,,,1804,19940310,PK,,,,,19790411,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19760903,W,,19760903,Zuiderparklaan,Zuiderparklaan,12,,,,2574HA,Toetsoog,1804100000000017,1804200000000017,,,,,,,,,T,,,,,,20091101,20091101,58,,,Vanessa,,,Groeman,19931008,1804,6030,,,1804,19940310,PK,,,,,19931008,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19760903,W,,19760903,Zuiderparklaan,,12,,,,2574HA,,,,,,,,,,,,A,,,,,,19760903,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19470909,W,,19470909,Helmstraat,,1,,,,3581SX,,,,,,,,,,,,A,,,,,,19470909,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4517456507,299999841,Thea,,,Kouwenhoven,19511117,0947,6030,V,,,P,,,1804,19940310,PKA,,,,,19790411,19951001,,,,Helga,,,Butterlin,19291124,0947,6030,V,19511117,,,1804,19940310,PK,,,,,19511117,19940310,,,,Theodoor Jozef,,,Kouwenhoven,19270809,0947,6030,M,19511117,,,1804,19940310,PK,,,,,19511117,19940310,,0001,001,,,,,,,,,,19511117,19940310,,8747431849,304661818,Rozen,,,Groeman,19470909,1804,6030,M,19790411,0947,6030,,,,,H,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0004,20110124143506000,P,,1804,19790411,,,,,,,,,,,,,,,6018,#ADDIN?,1 Rue de Medernach,7619 Larochette,,,,I,,,,,,#ADDIN?,20140410,58,6101373903,304539818,Vanessa,,,Groeman,19931008,1804,6030,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,59,,,,,,,,,,,,,,,,,,,,,,,PN,IV2481376,20110117,B1810,20160117,,,168,,,1804,20110124,Aanvraagformulier,,,,20110117,20110124,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rozen,,,Groeman,19470909,1804,6030,M,19790411,0947,6030,,,,,H,,,1804,19940310,PK,,,,,19790411,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19790411,W,,19790411,Zuiderparklaan,Zuiderparklaan,12,,,,2574HA,Toetsoog,1804100000000018,1804200000000018,,,,,,,,,T,,,,,,20091101,20091101,58,,,Vanessa,,,Groeman,19931008,1804,6030,,,1804,19940310,PK,,,,,19931008,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19790411,W,,19790411,Zuiderparklaan,,12,,,,2574HA,,,,,,,,,,,,A,,,,,,19790411,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6145236548,299999828,Vanessa,,,Groeman,19931008,1804,6030,V,,,E,,,1804,19940310,PKA,,,,,19931008,19951001,,2481379523,304535837,Thea,,,Kouwenhoven,19511117,0947,6030,V,19931008,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,52,8747431849,304661818,Rozen,,,Groeman,19470909,1804,6030,M,19931008,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,53,0001,017,,,,,,,,,,19931008,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110124143545000,P,,1804,19931008,,,,,,,,,,,,,,,5002,#ADDIN?,Route de Taiwan,"N'Djamena 00000, Tchad",,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID6101371,20110117,B1810,20160117,,,159,,,1804,20110124,Aanvraagformulier,,,,20110117,20110124,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thea,,,Kouwenhoven,19511117,0947,6030,V,19931008,,,1804,19940310,PK,,,,,19931008,19940310,,,,Rozen,,,Groeman,19470909,1804,6030,M,19931008,,,1804,19940310,PK,,,,,19931008,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931008,W,,19931008,Zuiderparklaan,Zuiderparklaan,12,,,,2574HA,Toetsoog,1804100000000019,1804200000000019,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19931008,W,,19931008,Zuiderparklaan,,12,,,,2574HA,,,,,,,,,,,,A,,,,,,19931008,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,9243017639,299999816,Christoffel,,,Vermeer,19660302,1804,6030,M,,,E,,,1804,19940310,PKA,,,,,19660302,19951001,,,,Anneke,,,Dijkzeul,19431124,1804,6030,V,19660302,,,1804,19940310,PK,,,,,19660302,19940310,,,,Jozef,,,Vermeer,19400809,0947,6030,M,19660302,,,1804,19940310,PK,,,,,19660302,19940310,,0001,001,,,,,,,,,,19660302,19940310,,7362592532,305863927,Eleonora,,de,Crooy,19691227,0947,6030,V,19901111,1804,6030,,,,,H,,,1804,19940313,PL gerelateerde,,,,,19940313,19951001,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20101215151500000,P,,1804,19901201,,,,,,,,,,,,,,,7044,#ADDIN?,"10, Rue Mamadou Konate",Νοuakchott 5219,,,,I,,,,,,#ADDIN?,20140410,58,7165798219,306865828,Johan,,,Vermeer,19991208,1804,6030,1804,10A0015,,,,,,,,19991208,19991209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eleonora,,de,Crooy,19691227,0947,6030,V,19901111,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19901111,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19901201,W,,19901201,Loosduinse Hoofdstraat,Loosduinse Hoofdstraat,281,A,,,2552AD,Toetsoog,1804100000000020,1804200000000020,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19901201,W,,19901201,Loosduinse Hoofdstraat,,281,a,,,2552AD,,,,,,,,,,,,A,,,,,,19901201,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19660302,W,,19660302,Socrateslaan,,50,,,,3522EH,,,,,,,,,,,,A,,,,,,19660302,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2414120964,299999804,Eleonora,,de,Crooy,19691227,0947,6030,V,,,E,,,1804,19940310,PKA,,,,,19691227,19951001,,,,Elisabeth,,,Peters,19490514,1804,6030,V,19691227,,,1804,19940310,PK,,,,,19691227,19940310,,,,Alfons,,de,Crooy,19450409,0947,6030,M,19691227,,,1804,19940310,PK,,,,,19691227,19940310,,0001,001,,,,,,,,,,19691227,19940310,,3925852957,305731828,Christoffel,,,Vermeer,19660302,1804,6030,M,19901111,1804,6030,,,,,H,,,1804,19940310,PK,,,,,19901111,19951001,,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,1804,0,0003,20110117104535000,P,,1804,19901201,,,,,,,,,,,,,,,6003,#ADDIN?,301 Prospect Mira,Bishkek 720903,,,,I,,,,,,#ADDIN?,20140410,58,7165798219,306865828,Johan,,,Vermeer,19991208,1804,6030,1804,10A0015,,,,,,,,19991208,19991209,,,,,,,,,,,,,,,,,,,,,,,,PN,IU3058633,20110110,B1810,20160110,,,172,,,1804,20110117,Aanvraagformulier,,,,20110110,20110117,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19901201,W,,19901201,Loosduinse Hoofdstraat,Loosduinse Hoofdstraat,281,A,,,2552AD,Toetsoog,1804100000000021,1804200000000021,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19901201,W,,19901201,Loosduinse Hoofdstraat,,281,a,,,2552AD,,,,,,,,,,,,A,,,,,,19901201,19940310,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0947,19691227,W,,19691227,Sef Pernotlaan,,40,,,,6114MA,,,,,,,,,,,,A,,581100,19940310,,,19691227,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,8204127695,299999798,Johan,,,Vermeer,19991208,1804,6030,M,,,E,1804,10A0015,,,,,,,,19991208,19991209,,3925852957,305731828,Christoffel,,,Vermeer,19660302,1804,6030,M,19991208,1804,10A0015,,,,,,,,19991208,19991209,,7362592532,305863927,Eleonora,,de,Crooy,19691227,0947,6030,V,19991208,1804,10A0015,,,,,,,,19991208,19991209,,0001,017,,,,,,,,,,19991208,19991209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ADDIN?,E,19991208,1804,0,0003,20110117104545000,P,,1804,19991208,,,,,,,,,,,,,,,6037,#ADDIN?,,,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NI,ID7165798,20110110,B1810,20160110,,,170,,,1804,20110117,Aanvraagformulier,,,,20110110,20110117,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19991208,W,,19991208,Loosduinse Hoofdstraat,Loosduinse Hoofdstraat,281,A,,,2552AD,Toetsoog,1804100000000022,1804200000000022,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19991210,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19991208,W,,19991208,Loosduinse Hoofdstraat,,281,a,,,2552AD,,,,,,,,,,,,A,,,,,,19991208,19991209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,3529629757,299999786,Albert,,van der,Laar,19710717,0344,6030,M,,,E,,,0344,19940310,PKA,,,,,19710717,19951001,,,,Laetitia,,van,Ammerzooden,19480109,1804,6030,V,19710717,,,0344,19940310,PK,,,,,19710717,19940310,,,,Theodorus,,van der,Laar,19490520,0947,6030,M,19710717,,,0344,19940310,PK,,,,,19710717,19940310,,0001,001,,,,,,,,,,19710717,19940310,,4942819684,306741817,Anne-Marie,,,Verheul,19720928,0344,6030,V,19970605,1804,6030,,,,,H,,,1804,19970607,PL gerelateerde,,,,,19970607,19970607,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,0344,0,0004,20110128150503000,P,,1804,19951201,,,,,,,,,,,,,,,6043,#ADDIN?,Martyr Sadeq 5,Heart,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IU3068675,20110121,B1810,20160121,,,187,,,1804,20110128,Aanvraagformulier,,,,20110121,20110128,12,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne-Marie,,,Verheul,19720928,0344,6030,V,19970605,1804,6030,,,,,H,1804,3 A0020,,,,,,,,19970605,19970606,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19951201,W,,19951201,Wilgenkade,Wilgenkade,18,,,,2492TR,Toetsoog,1804100000000023,1804200000000023,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IT3068673,20071221,B1810,20121221,20110121,V,187,,,1804,20080102,Aanvraagformulier,,,,20071221,20080102,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19951201,W,,19951201,Wilgenkade,,18,,,,2492TR,,,,,,,,,,,,A,,,,,,19951201,19951202,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0344,19710717,W,,19710717,Platolaan,,15,,,,3584AH,,,,,,,,,,,,A,,,,,,19710717,19940310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,6540734294,299999774,Anne-Marie,,,Verheul,19720928,0344,6030,V,,,E,,,0344,19940310,PKA,,,,,19720928,19951001,,,,Bernadette,,van,Gennip,19490209,1804,6030,V,19720928,,,0344,19940310,PK,,,,,19720928,19940310,,,,Jan-Willem,,,Verheul,19491120,0947,6030,M,19720928,,,0344,19940310,PK,,,,,19720928,19940310,,0001,001,,,,,,,,,,19720928,19940310,,4035862817,306867837,Albert,,van der,Laar,19710717,0344,6030,M,19970605,1804,6030,,,,,H,,,1804,19970607,PL gerelateerde,,,,,19970607,19970607,55,,,,,,,,,,,,,,,,,#ADDIN?,E,19940310,0344,0,0003,20110117151504000,P,,1804,19951201,,,,,,,,,,,,,,,5022,#ADDIN?,Jalan M. H. Thamrin Kav. 28-30,Jakarta Capital Region 10350,,,,I,,,,,,#ADDIN?,20140410,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PN,IU4942814,20110107,B1810,20160107,,,173,,,1804,20110117,Aanvraagformulier,,,,20110107,20110117,,,,,,,,,,,900302,20030710,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert,,van der,Laar,19710717,0344,6030,M,19970605,1804,6030,,,,,H,1804,3 A0020,,,,,,,,19970605,19970605,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19951201,W,,19951201,Wilgenkade,Wilgenkade,18,,,,2492TR,Toetsoog,1804100000000024,1804200000000024,,,,,,,,,T,,,,,,20091101,20091101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900208,19941030,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804,19951201,W,,19951201,Wilgenkade,,18,,,,2492TR,,,,,,,,,,,,A,,,,,,19951201,19951202,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
